FlightDate,Reporting_Airline,Origin,Dest,Tail_Number,CRSDepTime,DayOfWeek,Distance,ArrDelayMinutes,Cancelled
2023-09-22,WN,ATL,MIA,N379DL,1400,5,2287,0.0,0
2023-09-22,B6,DFW,SEA,N360DL,0900,5,1093,24.5,0
2023-09-22,DL,DFW,ATL,N341DL,1100,5,1063,45.0,0
2023-09-22,NK,LAX,BOS,N145DL,1200,5,2391,4.1,0
2023-09-22,WN,LAX,JFK,N129DL,2000,5,925,0.8,0
2023-09-22,NK,ORD,DFW,N218DL,2100,5,1757,43.4,0
2023-09-22,NK,ATL,ORD,N102DL,1100,5,2450,0.0,0
2023-09-22,AA,SEA,DFW,N386DL,0500,5,1173,0.0,0
2023-09-22,DL,JFK,DFW,N385DL,0800,5,912,0.0,0
2023-09-22,NK,MIA,LAX,N345DL,1300,5,1697,0.0,0
2023-09-22,DL,DEN,ORD,N172DL,1400,5,207,58.4,0
2023-09-22,B6,MSP,ATL,N293DL,1900,5,595,5.7,0
2023-09-22,NK,MIA,LAX,N196DL,1200,5,1464,5.4,0
2023-09-22,UA,DEN,DFW,N232DL,2200,5,2093,0.0,0
2023-09-22,AA,MSP,ATL,N184DL,1800,5,1140,0.0,0
2023-09-22,NK,ORD,SEA,N399DL,1300,5,1416,0.0,0
2023-09-22,NK,ATL,BOS,N158DL,1300,5,2473,0.0,0
2023-09-22,UA,DEN,JFK,N306DL,1900,5,1292,0.0,0
2023-09-22,WN,MSP,DFW,N352DL,2100,5,1447,0.0,0
2023-09-22,UA,BOS,ATL,N233DL,1600,5,1147,0.0,0
2023-09-22,B6,SEA,DEN,N291DL,0600,5,982,0.0,0
2023-09-22,WN,DFW,BOS,N287DL,1200,5,2306,0.0,0
2023-09-22,NK,MIA,ORD,N334DL,1800,5,2268,0.0,0
2023-09-22,UA,MSP,BOS,N177DL,0600,5,794,0.0,0
2023-09-22,UA,BOS,ORD,N170DL,0600,5,1760,0.0,0
2023-09-22,B6,BOS,ATL,N388DL,1800,5,364,3.6,0
2023-09-22,AA,BOS,LAX,N248DL,1400,5,2402,0.7,0
2023-09-22,UA,ORD,MIA,N310DL,0600,5,1939,0.0,0
2023-09-22,DL,MIA,DEN,N278DL,0800,5,788,0.0,0
2023-09-22,AA,DFW,SEA,N108DL,0500,5,271,12.0,0
2023-09-22,AA,LAX,MIA,N321DL,2100,5,519,0.0,0
2023-09-22,DL,DFW,ATL,N284DL,1700,5,2399,27.8,0
2023-09-22,NK,ORD,MSP,N266DL,2000,5,1631,0.0,0
2023-09-22,WN,DFW,ATL,N154DL,1400,5,978,0.0,0
2023-09-22,AA,MSP,DFW,N177DL,1700,5,922,0.0,0
2023-09-22,DL,DEN,MSP,N299DL,0800,5,2242,0.0,0
2023-09-22,DL,DFW,LAX,N283DL,2000,5,978,0.0,0
2023-09-22,AA,MIA,DFW,N134DL,0900,5,1423,1.3,0
2023-09-22,NK,JFK,ATL,N256DL,1200,5,501,0.0,0
2023-09-22,NK,ORD,DEN,N139DL,1200,5,1607,0.0,0
2023-09-22,DL,SEA,MSP,N203DL,1600,5,2047,0.0,0
2023-09-22,NK,BOS,DFW,N299DL,0700,5,1179,0.0,0
2023-09-23,AA,DEN,MSP,N378DL,0800,6,319,0.0,0
2023-09-23,AA,MIA,ORD,N134DL,0800,6,1488,0.0,0
2023-09-23,UA,LAX,DEN,N360DL,2000,6,2433,0.0,0
2023-09-23,DL,MSP,BOS,N294DL,1500,6,703,0.0,0
2023-09-23,UA,MSP,BOS,N164DL,0700,6,457,8.0,0
2023-09-23,UA,DEN,SEA,N298DL,1500,6,2200,0.0,0
2023-09-23,DL,ATL,MSP,N383DL,1000,6,1138,0.0,0
2023-09-23,UA,BOS,SEA,N255DL,2000,6,2472,1.1,0
2023-09-23,UA,ORD,MSP,N384DL,1100,6,981,0.0,0
2023-09-23,UA,ORD,DEN,N314DL,0700,6,707,0.0,0
2023-09-23,NK,ATL,BOS,N376DL,0800,6,2317,3.0,0
2023-09-23,NK,JFK,LAX,N265DL,1000,6,536,5.5,0
2023-09-23,DL,DEN,JFK,N285DL,0500,6,1059,48.0,0
2023-09-23,WN,MIA,DEN,N322DL,1700,6,1113,0.0,0
2023-09-23,UA,MIA,SEA,N258DL,0600,6,1013,10.3,0
2023-09-23,AA,MIA,ORD,N263DL,2100,6,1577,5.1,0
2023-09-23,UA,BOS,SEA,N120DL,0600,6,414,0.2,0
2023-09-23,B6,MSP,ATL,N373DL,2200,6,2234,0.0,0
2023-09-23,AA,SEA,DFW,N161DL,0900,6,2194,0.0,0
2023-09-23,WN,DEN,ORD,N378DL,1700,6,1558,0.4,0
2023-09-23,AA,DFW,MSP,N326DL,1200,6,983,0.7,0
2023-09-23,UA,SEA,DEN,N214DL,0600,6,1223,0.0,0
2023-09-23,WN,ATL,DFW,N282DL,1100,6,2089,0.0,0
2023-09-23,WN,JFK,DFW,N193DL,1300,6,1989,0.0,0
2023-09-23,UA,BOS,JFK,N392DL,1100,6,312,0.0,0
2023-09-23,NK,DEN,JFK,N357DL,0700,6,978,0.0,0
2023-09-23,AA,MIA,ATL,N373DL,1200,6,1840,5.4,0
2023-09-23,WN,LAX,MSP,N189DL,0800,6,1572,1.3,0
2023-09-23,B6,LAX,BOS,N395DL,2100,6,1596,10.3,0
2023-09-23,NK,LAX,DEN,N162DL,2000,6,2198,0.0,0
2023-09-23,WN,MSP,BOS,N377DL,1200,6,761,3.3,0
2023-09-23,WN,LAX,DEN,N305DL,0700,6,276,0.0,0
2023-09-23,NK,ORD,BOS,N211DL,0500,6,1774,1.8,0
2023-09-23,NK,DFW,LAX,N237DL,2000,6,1880,33.1,0
2023-09-23,NK,BOS,MSP,N195DL,1900,6,2160,0.0,0
2023-09-23,B6,LAX,DFW,N125DL,1200,6,1483,0.0,0
2023-09-23,AA,JFK,DEN,N337DL,1900,6,757,0.6,0
2023-09-23,NK,MSP,SEA,N319DL,1600,6,244,0.0,0
2023-09-23,NK,ORD,JFK,N303DL,1100,6,505,0.0,0
2023-09-23,B6,BOS,DEN,N397DL,0800,6,646,0.5,0
2023-09-23,B6,SEA,DFW,N353DL,1900,6,1899,0.0,0
2023-09-23,WN,DFW,ATL,N148DL,0700,6,2086,0.0,0
2023-09-23,NK,BOS,DEN,N199DL,0500,6,1966,4.2,0
2023-09-23,DL,ATL,LAX,N187DL,1100,6,1849,31.5,0
2023-09-23,UA,BOS,SEA,N155DL,0600,6,975,3.1,0
2023-09-23,NK,MSP,ORD,N248DL,2000,6,2286,27.2,0
2023-09-23,AA,ORD,LAX,N235DL,1400,6,1465,0.0,0
2023-09-23,UA,ATL,SEA,N208DL,1700,6,1172,0.0,0
2023-09-23,AA,JFK,DFW,N227DL,1600,6,2118,0.0,0
2023-09-23,NK,ATL,LAX,N109DL,0700,6,1002,0.0,0
2023-09-23,NK,ATL,BOS,N349DL,2000,6,2070,6.6,0
2023-09-23,AA,ATL,LAX,N211DL,1700,6,1745,0.0,0
2023-09-23,B6,BOS,JFK,N140DL,0900,6,1547,0.0,0
2023-09-23,AA,BOS,ATL,N206DL,1800,6,2159,3.1,0
2023-09-23,DL,BOS,ATL,N351DL,0500,6,750,0.0,0
2023-09-23,UA,LAX,DEN,N383DL,0900,6,270,7.3,0
2023-09-23,NK,ORD,DFW,N396DL,1500,6,2025,0.0,0
2023-09-24,UA,SEA,MIA,N366DL,2000,7,679,0.0,0
2023-09-24,B6,MIA,DEN,N113DL,1500,7,1839,0.0,0
2023-09-24,AA,ATL,MIA,N174DL,1000,7,2187,2.8,0
2023-09-24,WN,DEN,BOS,N122DL,1600,7,2033,47.6,0
2023-09-24,AA,BOS,MIA,N125DL,1400,7,1955,0.0,0
2023-09-24,AA,ATL,ORD,N364DL,1600,7,2022,0.0,0
2023-09-24,B6,BOS,MSP,N224DL,1700,7,1673,2.3,0
2023-09-24,B6,MIA,ORD,N122DL,2200,7,1334,3.6,0
2023-09-24,DL,DEN,JFK,N315DL,0600,7,306,0.0,0
2023-09-24,DL,JFK,ATL,N186DL,1800,7,1747,0.0,0
2023-09-24,UA,LAX,BOS,N126DL,1400,7,1010,0.0,0
2023-09-24,AA,ATL,BOS,N242DL,1200,7,708,0.0,0
2023-09-24,AA,LAX,DEN,N280DL,1600,7,2166,0.0,0
2023-09-24,NK,LAX,JFK,N190DL,2000,7,1859,19.9,0
2023-09-24,NK,MIA,SEA,N253DL,1800,7,1351,3.9,0
2023-09-24,WN,DEN,ATL,N277DL,1900,7,2084,0.0,0
2023-09-24,NK,MSP,BOS,N359DL,1400,7,348,0.0,0
2023-09-24,NK,MSP,BOS,N210DL,1200,7,1611,0.0,0
2023-09-24,DL,BOS,LAX,N134DL,0600,7,2215,0.4,0
2023-09-24,NK,MSP,MIA,N229DL,1300,7,1166,0.0,0
2023-09-24,NK,DFW,SEA,N374DL,1200,7,1498,0.0,0
2023-09-24,NK,DEN,MIA,N253DL,1500,7,836,6.8,0
2023-09-24,WN,ORD,MSP,N376DL,1500,7,2451,0.0,0
2023-09-24,B6,DEN,BOS,N350DL,1500,7,1964,0.0,0
2023-09-24,WN,JFK,MSP,N135DL,0900,7,1613,1.9,0
2023-09-24,DL,LAX,DEN,N141DL,1700,7,306,3.5,0
2023-09-24,UA,ORD,SEA,N129DL,2100,7,1430,0.0,0
2023-09-24,AA,SEA,DEN,N120DL,0600,7,1931,0.0,0
2023-09-24,WN,DEN,ATL,N269DL,1800,7,2088,0.0,0
2023-09-24,WN,SEA,BOS,N396DL,1200,7,390,1.5,0
2023-09-24,DL,ATL,DEN,N352DL,0500,7,1032,0.0,0
2023-09-24,WN,LAX,JFK,N136DL,0700,7,462,0.0,0
2023-09-24,UA,JFK,MIA,N245DL,2200,7,1921,1.0,0
2023-09-24,B6,JFK,ATL,N281DL,1900,7,1419,4.2,0
2023-09-24,UA,ATL,ORD,N387DL,1600,7,292,2.6,0
2023-09-24,AA,ORD,BOS,N271DL,2000,7,296,0.0,0
2023-09-24,B6,DFW,DEN,N327DL,1600,7,781,0.0,0
2023-09-24,NK,MIA,MSP,N367DL,1600,7,1292,0.0,0
2023-09-24,AA,DFW,LAX,N250DL,1200,7,1247,3.1,0
2023-09-24,B6,MSP,BOS,N342DL,0900,7,2235,0.0,0
2023-09-24,AA,MSP,ATL,N188DL,0700,7,2201,0.0,0
2023-09-24,B6,DFW,MSP,N366DL,1200,7,2148,2.4,0
2023-09-24,DL,BOS,MIA,N346DL,1200,7,691,0.0,0
2023-09-24,B6,MIA,LAX,N324DL,0700,7,351,1.9,0
2023-09-24,B6,MSP,ORD,N211DL,0700,7,1335,0.0,0
2023-09-24,WN,BOS,DFW,N201DL,2200,7,765,0.0,0
2023-09-24,WN,MSP,LAX,N169DL,0600,7,596,77.7,0
2023-09-24,B6,LAX,MIA,N228DL,1900,7,2106,0.0,0
2023-09-24,WN,SEA,ATL,N303DL,1500,7,1276,0.0,0
2023-09-24,WN,ORD,DFW,N206DL,0500,7,844,4.5,0
2023-09-24,DL,BOS,SEA,N285DL,2000,7,371,2.2,0
2023-09-24,NK,SEA,LAX,N378DL,1400,7,609,3.0,0
2023-09-24,UA,ORD,ATL,N287DL,1500,7,888,0.0,0
2023-09-24,B6,DEN,BOS,N224DL,1000,7,1083,2.3,0
2023-09-24,AA,ORD,LAX,N131DL,0500,7,1825,7.8,0
2023-09-24,AA,MSP,JFK,N284DL,1300,7,2357,0.0,0
2023-09-24,WN,DEN,JFK,N280DL,2000,7,520,43.6,0
2023-09-24,B6,MSP,LAX,N207DL,1600,7,2344,0.0,0
2023-09-24,WN,MSP,JFK,N289DL,0800,7,577,0.0,0
2023-09-24,AA,SEA,ORD,N226DL,2200,7,1983,0.0,0
2023-09-24,UA,MSP,DEN,N112DL,1900,7,1477,5.0,0
2023-09-24,B6,BOS,LAX,N110DL,1800,7,891,0.0,0
2023-09-24,WN,MIA,DFW,N338DL,1500,7,1149,0.7,0
2023-09-24,B6,SEA,MSP,N189DL,1500,7,1432,0.0,0
2023-09-24,AA,JFK,ORD,N274DL,2000,7,1395,0.0,0
2023-09-24,UA,BOS,ORD,N314DL,1000,7,426,0.0,0
2023-09-25,AA,SEA,DEN,N192DL,0700,1,900,0.0,0
2023-09-25,DL,ATL,LAX,N183DL,1900,1,1965,0.0,0
2023-09-25,AA,JFK,MSP,N134DL,1600,1,1777,0.0,0
2023-09-25,WN,SEA,JFK,N354DL,0900,1,1879,0.0,0
2023-09-25,WN,MSP,ORD,N208DL,2200,1,794,0.0,0
2023-09-25,WN,DEN,DFW,N275DL,1400,1,1377,0.0,0
2023-09-25,NK,DFW,LAX,N324DL,1200,1,1075,0.0,0
2023-09-25,UA,DFW,DEN,N277DL,1300,1,1883,4.4,0
2023-09-25,B6,ORD,BOS,N103DL,1200,1,2080,0.0,0
2023-09-25,AA,MSP,DFW,N314DL,1900,1,2230,0.0,0
2023-09-25,B6,DEN,MSP,N198DL,0600,1,1270,0.0,0
2023-09-25,WN,LAX,DFW,N316DL,0500,1,1145,0.0,0
2023-09-25,AA,DEN,ORD,N297DL,1300,1,1458,0.9,0
2023-09-25,WN,DFW,MIA,N185DL,1000,1,1209,0.0,0
2023-09-25,NK,JFK,ATL,N318DL,1000,1,1575,7.8,0
2023-09-25,DL,ATL,MIA,N247DL,2000,1,1268,2.2,0
2023-09-25,B6,DEN,MSP,N229DL,1100,1,692,1.3,0
2023-09-25,AA,DFW,SEA,N379DL,2000,1,1171,0.0,0
2023-09-25,NK,DFW,JFK,N279DL,0800,1,1013,0.0,0
2023-09-25,UA,MSP,JFK,N278DL,2100,1,1526,4.4,0
2023-09-25,AA,SEA,ATL,N333DL,0900,1,1795,0.0,0
2023-09-25,WN,DEN,LAX,N323DL,1300,1,1854,6.7,0
2023-09-25,B6,BOS,SEA,N355DL,1000,1,268,1.3,0
2023-09-25,B6,MIA,ATL,N295DL,1600,1,621,6.4,0
2023-09-25,DL,SEA,LAX,N316DL,1900,1,1549,0.0,0
2023-09-25,AA,DFW,JFK,N325DL,1400,1,2280,0.0,0
2023-09-25,NK,MSP,BOS,N225DL,1100,1,1075,1.0,0
2023-09-25,NK,LAX,DEN,N292DL,0800,1,404,4.6,0
2023-09-25,UA,SEA,ATL,N386DL,0900,1,855,0.0,0
2023-09-25,DL,DEN,BOS,N321DL,2200,1,2180,0.0,0
2023-09-25,DL,BOS,MSP,N180DL,1200,1,2329,4.9,0
2023-09-25,WN,JFK,MIA,N225DL,2200,1,1356,0.0,0
2023-09-25,DL,BOS,DEN,N397DL,0700,1,808,0.0,0
2023-09-25,AA,ATL,DFW,N204DL,1400,1,506,0.0,0
2023-09-25,DL,DEN,DFW,N297DL,0700,1,764,0.0,0
2023-09-25,WN,MSP,JFK,N262DL,1900,1,1623,0.0,0
2023-09-25,NK,ATL,LAX,N352DL,0700,1,2075,0.0,0
2023-09-25,AA,MSP,ATL,N116DL,1800,1,1067,0.9,0
2023-09-25,NK,JFK,MIA,N260DL,0600,1,1123,6.2,0
2023-09-25,B6,MSP,LAX,N245DL,2100,1,2177,0.0,0
2023-09-25,UA,BOS,DEN,N243DL,1800,1,2049,2.7,0
2023-09-25,NK,DFW,LAX,N173DL,0500,1,2304,48.8,0
2023-09-25,DL,MIA,ORD,N174DL,1900,1,1543,0.2,0
2023-09-25,UA,MSP,LAX,N168DL,0800,1,406,0.0,0
2023-09-25,B6,LAX,MSP,N200DL,0600,1,2471,18.3,0
2023-09-25,UA,DEN,ATL,N197DL,0800,1,596,0.0,0
2023-09-25,DL,JFK,BOS,N200DL,1600,1,754,0.0,0
2023-09-25,DL,ATL,BOS,N324DL,1700,1,1045,24.1,0
2023-09-25,NK,BOS,JFK,N154DL,1400,1,438,0.0,0
2023-09-25,NK,ORD,SEA,N227DL,1400,1,682,0.0,0
2023-09-25,DL,MSP,ATL,N183DL,2100,1,377,0.0,0
2023-09-25,WN,JFK,MSP,N148DL,1700,1,2225,6.6,0
2023-09-25,NK,ORD,BOS,N162DL,1400,1,1592,0.0,0
2023-09-25,WN,BOS,DFW,N234DL,0500,1,874,0.0,0
2023-09-25,WN,SEA,DFW,N159DL,1400,1,1271,0.0,0
2023-09-25,NK,SEA,JFK,N218DL,1100,1,1774,3.6,0
2023-09-25,NK,BOS,DEN,N276DL,0900,1,1422,2.9,0
2023-09-25,B6,ATL,BOS,N313DL,1300,1,1842,0.4,0
2023-09-25,B6,BOS,JFK,N269DL,2100,1,1126,35.0,0
2023-09-25,WN,DFW,LAX,N273DL,1500,1,261,0.0,0
2023-09-25,B6,ORD,LAX,N368DL,0600,1,1519,0.0,0
2023-09-25,NK,DFW,JFK,N342DL,1200,1,736,0.0,0
2023-09-25,UA,DFW,JFK,N296DL,1200,1,1474,1.0,0
2023-09-25,WN,DEN,SEA,N348DL,1500,1,1367,0.0,0
2023-09-25,AA,SEA,ORD,N262DL,0500,1,1428,40.7,0
2023-09-25,NK,SEA,JFK,N278DL,1500,1,370,0.0,0
2023-09-25,B6,MSP,SEA,N250DL,1700,1,2324,0.0,0
2023-09-25,DL,MIA,JFK,N166DL,0600,1,2340,0.0,0
2023-09-25,UA,MIA,JFK,N189DL,1200,1,594,0.0,0
2023-09-26,WN,SEA,MIA,N275DL,2000,2,1638,4.7,0
2023-09-26,DL,LAX,JFK,N197DL,1500,2,972,0.0,0
2023-09-26,AA,DEN,SEA,N109DL,1200,2,2120,0.3,0
2023-09-26,AA,JFK,SEA,N209DL,2100,2,1344,1.4,0
2023-09-26,WN,DFW,MSP,N291DL,1100,2,2080,0.0,0
2023-09-26,AA,BOS,MIA,N296DL,0700,2,1857,4.5,0
2023-09-26,AA,JFK,BOS,N386DL,1200,2,2109,0.0,0
2023-09-26,NK,DFW,JFK,N341DL,1100,2,1030,0.0,0
2023-09-26,DL,LAX,BOS,N235DL,2100,2,829,0.4,0
2023-09-26,B6,LAX,DFW,N336DL,1700,2,1590,0.0,0
2023-09-26,UA,SEA,MIA,N320DL,0600,2,1411,3.3,0
2023-09-26,NK,SEA,ORD,N277DL,1000,2,580,0.0,0
2023-09-26,AA,MIA,LAX,N301DL,1200,2,880,0.0,0
2023-09-26,AA,MSP,MIA,N155DL,1800,2,711,0.0,0
2023-09-26,AA,ORD,SEA,N131DL,1000,2,2330,5.2,0
2023-09-26,DL,SEA,MIA,N116DL,1600,2,1103,31.8,0
2023-09-26,AA,MIA,ORD,N298DL,0700,2,971,1.7,0
2023-09-26,AA,JFK,ORD,N169DL,0700,2,211,2.1,0
2023-09-26,NK,MIA,DEN,N344DL,1400,2,2393,0.0,0
2023-09-26,AA,MIA,LAX,N319DL,1500,2,319,1.3,0
2023-09-26,UA,MIA,SEA,N104DL,2200,2,1506,0.0,0
2023-09-26,WN,LAX,DEN,N329DL,1400,2,484,0.0,0
2023-09-26,B6,BOS,LAX,N362DL,1500,2,1790,0.0,0
2023-09-26,AA,ATL,MSP,N156DL,1200,2,1514,3.2,0
2023-09-26,UA,JFK,ATL,N279DL,1000,2,846,0.0,0
2023-09-26,AA,MSP,ORD,N338DL,0600,2,1894,0.0,0
2023-09-26,B6,BOS,DEN,N376DL,1800,2,967,0.0,0
2023-09-26,NK,MIA,BOS,N259DL,1200,2,943,2.1,0
2023-09-26,NK,DFW,MSP,N260DL,2100,2,591,3.9,0
2023-09-26,UA,LAX,MIA,N359DL,1300,2,593,0.0,0
2023-09-26,UA,JFK,DFW,N242DL,1300,2,856,0.0,0
2023-09-26,WN,DEN,BOS,N148DL,1200,2,2214,0.0,0
2023-09-26,DL,MSP,ORD,N106DL,1400,2,1744,26.0,0
2023-09-26,DL,ATL,DEN,N333DL,0600,2,1123,36.4,0
2023-09-26,UA,ATL,BOS,N154DL,0800,2,1154,0.0,0
2023-09-26,UA,DEN,BOS,N382DL,0700,2,2458,35.5,0
2023-09-26,UA,DEN,DFW,N139DL,1800,2,348,46.5,0
2023-09-26,WN,LAX,JFK,N366DL,2100,2,1058,0.8,0
2023-09-26,AA,MIA,ATL,N169DL,2000,2,1988,0.0,0
2023-09-26,WN,DFW,BOS,N384DL,1200,2,2296,1.5,0
2023-09-26,UA,ORD,ATL,N241DL,0500,2,2154,0.0,0
2023-09-26,NK,ORD,DEN,N320DL,1900,2,569,68.8,0
2023-09-26,NK,DFW,SEA,N235DL,1400,2,2215,0.0,0
2023-09-26,DL,MIA,JFK,N397DL,0600,2,1277,0.0,0
2023-09-26,NK,DEN,ORD,N367DL,1100,2,2128,3.1,0
2023-09-26,WN,LAX,DEN,N329DL,1700,2,1080,8.4,0
2023-09-26,WN,LAX,BOS,N239DL,1900,2,1774,5.7,0
2023-09-26,UA,LAX,DFW,N239DL,1500,2,1476,42.2,0
2023-09-26,DL,DEN,ATL,N315DL,1800,2,1522,0.0,0
2023-09-26,WN,SEA,ATL,N195DL,1300,2,680,8.3,0
2023-09-26,AA,JFK,DEN,N323DL,1200,2,1196,0.0,0
2023-09-26,UA,DEN,MIA,N399DL,1000,2,797,9.6,0
2023-09-26,B6,ORD,ATL,N322DL,1400,2,1306,12.2,0
2023-09-26,DL,ORD,MIA,N391DL,1500,2,1025,3.4,0
2023-09-26,B6,BOS,MIA,N380DL,0600,2,1055,0.0,0
2023-09-26,B6,SEA,DEN,N368DL,1500,2,1128,54.3,0
2023-09-26,AA,DFW,MIA,N257DL,0800,2,1085,0.1,0
2023-09-26,UA,MIA,JFK,N106DL,0500,2,751,0.0,0
2023-09-26,AA,DEN,LAX,N396DL,1000,2,820,0.0,0
2023-09-26,UA,LAX,ATL,N181DL,2200,2,646,2.4,0
2023-09-26,B6,DFW,LAX,N297DL,1000,2,852,0.0,0
2023-09-26,WN,LAX,DFW,N342DL,0800,2,1552,1.0,0
2023-09-26,WN,JFK,SEA,N281DL,0600,2,321,33.5,0
2023-09-26,AA,DFW,MSP,N233DL,1100,2,920,3.1,0
2023-09-27,AA,ATL,MSP,N331DL,1500,3,1708,1.0,0
2023-09-27,DL,MIA,MSP,N145DL,1600,3,1447,0.0,0
2023-09-27,UA,ATL,BOS,N189DL,1400,3,2125,1.5,0
2023-09-27,B6,MSP,MIA,N225DL,0800,3,942,0.0,0
2023-09-27,DL,BOS,JFK,N249DL,1100,3,339,20.2,0
2023-09-27,NK,DEN,ORD,N229DL,1900,3,223,0.0,0
2023-09-27,AA,DEN,JFK,N205DL,0600,3,1737,0.0,0
2023-09-27,NK,MIA,BOS,N100DL,1000,3,965,0.0,0
2023-09-27,B6,ATL,DEN,N268DL,1800,3,772,0.0,0
2023-09-27,DL,MSP,SEA,N373DL,1600,3,1503,56.7,0
2023-09-27,AA,ORD,DEN,N229DL,1600,3,1090,0.0,0
2023-09-27,AA,DEN,JFK,N190DL,2100,3,1429,0.0,0
2023-09-27,WN,SEA,DFW,N171DL,1600,3,922,1.4,0
2023-09-27,DL,LAX,BOS,N347DL,0800,3,2265,36.7,0
2023-09-27,AA,DEN,ATL,N210DL,1700,3,2252,6.8,0
2023-09-27,NK,BOS,SEA,N281DL,1300,3,619,6.8,0
2023-09-27,UA,ATL,DEN,N311DL,1100,3,1025,0.0,0
2023-09-27,UA,ORD,MSP,N391DL,1600,3,1036,41.4,0
2023-09-27,AA,DEN,DFW,N132DL,1400,3,1290,0.0,0
2023-09-27,DL,SEA,ORD,N305DL,1800,3,2271,0.0,0
2023-09-27,DL,BOS,MSP,N207DL,1700,3,736,5.6,0
2023-09-27,NK,DFW,MIA,N357DL,2200,3,1549,0.0,0
2023-09-27,WN,MSP,MIA,N248DL,0700,3,2184,33.3,0
2023-09-27,AA,BOS,MSP,N326DL,0700,3,2339,0.0,0
2023-09-27,DL,JFK,MSP,N198DL,2200,3,210,43.2,0
2023-09-27,B6,ATL,ORD,N312DL,1900,3,390,0.0,0
2023-09-27,B6,DEN,LAX,N374DL,1500,3,2408,0.0,0
2023-09-27,UA,JFK,MIA,N174DL,2200,3,2481,0.0,0
2023-09-27,AA,JFK,ATL,N109DL,1200,3,223,3.2,0
2023-09-27,WN,BOS,ATL,N185DL,0900,3,615,0.0,0
2023-09-27,AA,DFW,SEA,N290DL,2200,3,222,0.0,0
2023-09-27,DL,ATL,DFW,N191DL,0600,3,1149,2.6,0
2023-09-27,AA,JFK,LAX,N122DL,1900,3,1585,0.0,0
2023-09-27,B6,DEN,SEA,N216DL,2200,3,368,0.0,0
2023-09-27,NK,MIA,SEA,N161DL,2100,3,968,1.5,0
2023-09-27,B6,JFK,DEN,N369DL,2000,3,583,7.0,0
2023-09-27,UA,DFW,ATL,N250DL,0600,3,2105,29.4,0
2023-09-27,B6,MIA,DFW,N325DL,1100,3,1194,0.0,0
2023-09-27,NK,DEN,MIA,N322DL,0800,3,2024,0.0,0
2023-09-27,B6,MIA,MSP,N275DL,0500,3,2285,2.8,0
2023-09-27,WN,LAX,MSP,N393DL,1400,3,705,0.3,0
2023-09-27,UA,ATL,BOS,N281DL,1500,3,1619,0.0,0
2023-09-27,WN,MSP,DFW,N247DL,0900,3,1284,0.0,0
2023-09-27,DL,MSP,SEA,N393DL,2100,3,825,1.0,0
2023-09-27,B6,MIA,ATL,N383DL,2100,3,1377,0.0,0
2023-09-27,NK,JFK,LAX,N178DL,1100,3,1457,0.0,0
2023-09-27,WN,ATL,JFK,N308DL,0500,3,608,4.7,0
2023-09-27,WN,DFW,SEA,N294DL,2200,3,2403,0.0,0
2023-09-27,WN,SEA,MSP,N344DL,2200,3,1905,0.0,0
2023-09-27,WN,DEN,DFW,N276DL,1800,3,618,39.5,0
2023-09-27,AA,ORD,BOS,N356DL,1800,3,956,0.0,0
2023-09-27,NK,ATL,JFK,N365DL,1400,3,2206,3.0,0
2023-09-27,UA,SEA,BOS,N221DL,1900,3,972,4.8,0
2023-09-27,WN,ATL,MSP,N238DL,0800,3,2351,48.3,0
2023-09-27,WN,ATL,DFW,N301DL,1200,3,816,9.7,0
2023-09-27,B6,LAX,JFK,N180DL,0800,3,1209,0.0,0
2023-09-27,NK,BOS,ORD,N207DL,0600,3,562,2.9,0
2023-09-27,WN,SEA,JFK,N195DL,0500,3,1222,0.0,0
2023-09-27,WN,BOS,MSP,N286DL,0700,3,1996,2.9,0
2023-09-27,DL,DFW,BOS,N305DL,1100,3,1146,0.0,0
2023-09-27,B6,LAX,BOS,N224DL,0900,3,1792,21.7,0
2023-09-27,AA,ORD,JFK,N200DL,1300,3,910,3.7,0
2023-09-27,WN,MIA,SEA,N327DL,1300,3,402,0.0,0
2023-09-27,NK,MIA,DEN,N105DL,1400,3,233,0.0,0
2023-09-27,AA,ATL,LAX,N173DL,1000,3,1975,0.0,0
2023-09-27,AA,MSP,BOS,N105DL,0600,3,910,0.4,0
2023-09-27,DL,ORD,MIA,N375DL,0900,3,2459,0.1,0
2023-09-27,AA,DEN,ORD,N295DL,2200,3,821,7.2,0
2023-09-27,DL,ORD,JFK,N382DL,1700,3,905,0.0,0
2023-09-27,DL,LAX,BOS,N239DL,1500,3,1380,2.4,0
2023-09-27,DL,SEA,MSP,N295DL,2200,3,1510,0.8,0
2023-09-27,AA,MIA,LAX,N228DL,0900,3,1093,0.0,0
2023-09-27,DL,DEN,LAX,N152DL,2000,3,1588,3.9,0
2023-09-27,WN,MIA,SEA,N361DL,0600,3,1455,0.0,0
2023-09-28,B6,JFK,MSP,N155DL,1700,4,2190,0.0,0
2023-09-28,NK,JFK,BOS,N137DL,1200,4,1253,0.0,0
2023-09-28,NK,DFW,DEN,N350DL,1600,4,1051,6.0,0
2023-09-28,NK,ORD,LAX,N219DL,0900,4,399,0.0,0
2023-09-28,AA,MIA,SEA,N163DL,1800,4,1486,0.0,0
2023-09-28,DL,DEN,ORD,N273DL,1800,4,2339,2.7,0
2023-09-28,NK,DFW,ORD,N349DL,0600,4,245,2.8,0
2023-09-28,UA,ATL,MSP,N367DL,1600,4,654,0.0,0
